DATETIME,ERRORLEVEL,TAG,VALUE,LINE,FILE
"2015-04-10 04:30:34",INFO,--,"Array ( [permisos] => Array ( [0] => 4 [3] => 7 [5] => 3 [6] => 5 [8] => 30 [9] => 64 ) [MM_insert] => form1 [Id_Usuario] => 2 )",51,"C:\xampp.new\htdocs\soportem\login\permisos.php"
"2015-04-10 04:30:55",INFO,--,"Array ( [permisos] => Array ( [0] => 4 [3] => 7 [8] => 30 ) [MM_insert] => form1 [Id_Usuario] => 2 )",51,"C:\xampp.new\htdocs\soportem\login\permisos.php"
"2015-04-10 04:33:36",INFO,--,"Array ( [permisos] => Array ( [0] => 4 [5] => 3 [7] => 6 [8] => 30 ) [MM_insert] => form1 [Id_Usuario] => 2 )",51,"C:\xampp.new\htdocs\soportem\login\permisos.php"
"2015-04-10 04:36:46",INFO,--,"Array ( [permisos] => Array ( [0] => 4 [1] => 1 ) [MM_insert] => form1 [Id_Usuario] => 2 )",51,"C:\xampp.new\htdocs\soportem\login\permisos.php"
"2015-04-10 04:36:46",INFO,--,"insert into tb_permisos ( Id_Permiso ,id_usuarios ,permiso ) VALUES ( '4' -- Id_Permiso ,'2' -- Id_Usuario ,'ver' -- permiso )",67,"C:\xampp.new\htdocs\soportem\login\permisos.php"
"2015-04-10 04:36:46",INFO,--,"insert into tb_permisos ( Id_Permiso ,id_usuarios ,permiso ) VALUES ( '1' -- Id_Permiso ,'2' -- Id_Usuario ,'ver' -- permiso )",67,"C:\xampp.new\htdocs\soportem\login\permisos.php"
"2015-04-10 04:37:00",INFO,--,"Array ( [permisos] => Array ( [0] => 4 [1] => 1 [4] => 75 [7] => 6 [8] => 30 ) [MM_insert] => form1 [Id_Usuario] => 2 )",51,"C:\xampp.new\htdocs\soportem\login\permisos.php"
"2015-04-10 04:37:00",INFO,--,"insert into tb_permisos ( Id_Permiso ,id_usuarios ,permiso ) VALUES ( '4' -- Id_Permiso ,'2' -- Id_Usuario ,'ver' -- permiso )",67,"C:\xampp.new\htdocs\soportem\login\permisos.php"
"2015-04-10 04:37:00",INFO,--,"insert into tb_permisos ( Id_Permiso ,id_usuarios ,permiso ) VALUES ( '1' -- Id_Permiso ,'2' -- Id_Usuario ,'ver' -- permiso )",67,"C:\xampp.new\htdocs\soportem\login\permisos.php"
"2015-04-10 04:37:00",INFO,--,"insert into tb_permisos ( Id_Permiso ,id_usuarios ,permiso ) VALUES ( NULL -- Id_Permiso ,'2' -- Id_Usuario ,'ver' -- permiso )",67,"C:\xampp.new\htdocs\soportem\login\permisos.php"
"2015-04-10 04:38:24",INFO,--,"Array ( [permisos] => Array ( [0] => 4 [1] => 1 [7] => 6 ) [MM_insert] => form1 [Id_Usuario] => 2 )",51,"C:\xampp.new\htdocs\soportem\login\permisos.php"
"2015-04-10 04:38:24",INFO,--,"insert into tb_permisos ( Id_Permiso ,id_usuarios ,permiso ) VALUES ( '4' -- Id_Permiso ,'2' -- Id_Usuario ,'ver' -- permiso )",67,"C:\xampp.new\htdocs\soportem\login\permisos.php"
"2015-04-10 04:38:24",INFO,--,"insert into tb_permisos ( Id_Permiso ,id_usuarios ,permiso ) VALUES ( '1' -- Id_Permiso ,'2' -- Id_Usuario ,'ver' -- permiso )",67,"C:\xampp.new\htdocs\soportem\login\permisos.php"
"2015-04-10 04:38:24",INFO,--,"insert into tb_permisos ( Id_Permiso ,id_usuarios ,permiso ) VALUES ( NULL -- Id_Permiso ,'2' -- Id_Usuario ,'ver' -- permiso )",67,"C:\xampp.new\htdocs\soportem\login\permisos.php"
"2015-04-10 05:58:55",INFO,--,"Array ( [permisos] => Array ( [0] => 4 [1] => 1 ) [permisos_get_permisos] => 10 [MM_insert] => form1 [Id_Usuario] => 2 )",51,"C:\xampp.new\htdocs\soportem\login\permisos.php"
"2015-04-10 05:58:55",INFO,--,"insert into tb_permisos ( Id_Permiso ,id_usuarios ,permiso ) VALUES ( '4' -- Id_Permiso ,'2' -- Id_Usuario ,'ver' -- permiso )",67,"C:\xampp.new\htdocs\soportem\login\permisos.php"
"2015-04-10 05:58:55",INFO,--,"insert into tb_permisos ( Id_Permiso ,id_usuarios ,permiso ) VALUES ( '1' -- Id_Permiso ,'2' -- Id_Usuario ,'ver' -- permiso )",67,"C:\xampp.new\htdocs\soportem\login\permisos.php"
"2015-04-10 06:00:47",INFO,--,"Array ( [permisos] => Array ( [0] => 4 [1] => 1 [9] => 64 ) [permisos_get_permisos] => 10 [MM_insert] => form1 [Id_Usuario] => 2 )",51,"C:\xampp.new\htdocs\soportem\login\permisos.php"
"2015-04-10 06:00:47",INFO,--,"insert into tb_permisos ( Id_Permiso ,id_usuarios ,permiso ) VALUES ( '4' -- Id_Permiso ,'2' -- Id_Usuario ,'ver' -- permiso )",68,"C:\xampp.new\htdocs\soportem\login\permisos.php"
"2015-04-10 06:00:47",INFO,--,"insert into tb_permisos ( Id_Permiso ,id_usuarios ,permiso ) VALUES ( '1' -- Id_Permiso ,'2' -- Id_Usuario ,'ver' -- permiso )",68,"C:\xampp.new\htdocs\soportem\login\permisos.php"
